a_url	claim	verdict	a_tags	a_date	a_author	source_list	o_url	o_domain	o_body	o_title	o_date	o_author	o_keywords	o_summary
trusted	Low Pay, High Risk: Nursing Home Workers Confront Coronavirus Dilemma	true	[]		trusted	[]	https://www.nytimes.com/video/us/100000007046988/nursing-home-coronavirus.html	https://www.nytimes.com/	“You may have just that one patient with the coronavirus that come into your facility, and you don’t know. I can go to work today, wind up feeding them. And then find out two hours later, ‘Oh, they have that virus.’ And I’ve already been exposed. Nursing Assistants, CNA’s, we’re the closest ones, we’re the front line.” The work of nursing assistants has always been difficult and low paying. But add coronavirus, and it’s become dangerous. TV announcers: “Across the country, nursing homes are especially vulnerable —” “One elder care facility, where 19 residents have died —” “In Palo Alto —” “In the New Orleans area —” “In DuPage County —” “In Sacramento County.” “Covid-19 spreading through our most vulnerable population.” We met up with caregivers from nursing homes in Northern California. They attend to the kind of patients who are most likely to die if they get the virus. “So can you do your job without touching people, or without —” “It’s impossible. Everything is touch.” “Bathing. Feeding.” “Assist them to the restroom.” “Brushing their teeth.” “Turning.” “It’s almost like a holding and cleaning at the same time.” “Helping nurses with wound care.” “Cleaning their ears, tying their shoes.” “We do everything.” “Well, you could be feeding that patient or you could be doing something and the patient starts coughing. It’s too late to turn around, you already done got crap all over you. You know, you just run to the bathroom, wash your face or whatever. And then go about your day. Social distance? Can’t do it. It’s impossible.” If this video were filmed at a different time, you’d be seeing footage of these workers with their patients. But nursing homes are closed to visitors right now to protect the people inside. Actually everything you’re seeing here we filmed from afar, following recommendations to slow the spread of Covid-19. But these caregivers can’t maintain that kind of distance in their work. And now, shortages of protective gear like masks are putting them at risk, not just for getting the virus but for spreading it. “If you want to speak, press star 6.” “We’re running out of supplies of masks in our building. And trying to take care of these patients without us also getting sick is worrisome.” “We’re rationing right now, masks, protective gear. But it’s like, what happens if we run out? It scares me.” “They gave us the N95 mask, and told us to maintain it. If the elastic comes off by accident or something, staple and reuse it.” “So you’re actually cleaning the N95 masks in between uses?” “Yeah, with — with alcohol.” “You like wipe off the outside of it or how do you do that?” “The outside, the inside and just let it air dry, and put it back in a Ziploc bag for the next day.” “A lot of people in this field, we have families. So you don’t want to take nothing home. My granddaughter, she’s special needs. So she has a low immune system. When she was born, she was really sick. So we’ve been cautious ever since she’s been born.” “I am very concerned of taking it home. My mom, she’s diabetic, and my dad also just beat cancer in the thyroid. I have asthma. So if I were to get Covid, It would affect my lungs. And how am I going to pay my bills? Because it’s paycheck to paycheck, what I’m doing.” The pay for this work is low: In the U.S., the median salary is less than $30,000 a year. As a result, many nursing assistants work multiple jobs. And as they move between facilities, so can disease. “Usually when I finish the first job, I go right to the second job. I work 16 hours, that’s not including driving time. And I’m not the only one — majority of my co-workers, they work two jobs.” “I work home health care too, on top of taking care of my mom and my grandmother. I’m kind of worried because you don’t see the virus because they’re droplets, and you don’t know who’s coughing or sneezing on you. Even though I do try to sanitize, like along the way, going to my next client. But sometimes it’s just not enough I think. But who else is going to take care of them?”	Low Pay, High Risk: Nursing Home Workers Confront Coronavirus Dilemma		['Emma Cott', 'Ben Laffin', 'Elie Khadra']	['high', 'shes', 'nursing', 'virus', 'pay', 'right', 'care', 'dont', 'patient', 'dilemma', 'confront', 'patients', 'workers', 'risk', 'low', 'masks', 'coronavirus', 'work']	"“You may have just that one patient with the coronavirus that come into your facility, and you don’t know.
Nursing Assistants, CNA’s, we’re the closest ones, we’re the front line.” The work of nursing assistants has always been difficult and low paying.
They attend to the kind of patients who are most likely to die if they get the virus.
And trying to take care of these patients without us also getting sick is worrisome.” “We’re rationing right now, masks, protective gear.
I’m kind of worried because you don’t see the virus because they’re droplets, and you don’t know who’s coughing or sneezing on you."
trusted	New York Delays Presidential Primary	true	[]		trusted	[]	https://www.nytimes.com/video/nyregion/100000007059818/cuomo-coronavirus-presser-briefing.html	https://www.nytimes.com/	We’re supposed to have a presidential primary election that’s coming up on April 28. I don’t think it’s wise to be bringing a lot of people to one location to vote. A lot of people touching one doorknob, a lot of people touching one pen — whatever you call the device — on the ballots. So we are going to delay that and link it to an election that was previously scheduled on June 23. The June 23 date is for state legislative races and congressional races. We’ll move the presidential election to that date. Projections change, but the models say you’re 14 to 21 days away from that apex, we call it, when that curve hits the highest point. We’re planning for that apex. We’re planning for the critical need and making sure we have the equipment, the staff, the beds for that critical need.	New York Delays Presidential Primary		[]	['date', 'races', 'apex', 'delays', 'lot', 'york', 'election', 'presidential', 'primary', 'touching', 'need', 'critical', 'planning']	"We’re supposed to have a presidential primary election that’s coming up on April 28.
A lot of people touching one doorknob, a lot of people touching one pen — whatever you call the device — on the ballots.
So we are going to delay that and link it to an election that was previously scheduled on June 23.
We’ll move the presidential election to that date.
We’re planning for the critical need and making sure we have the equipment, the staff, the beds for that critical need."
trusted	She’s an Honors Student. And Homeless. Will the Virtual Classroom Reach Her?	true	[]		trusted	[]	https://www.nytimes.com/video/nyregion/nyregionspecial/100000007054051/shes-an-honors-student-and-homeless-will-the-virtual-classroom-reach-her.html	https://www.nytimes.com/	“Can you move just a little bit to this way? Perfect.” “A-L-L-I-A, my name is Allia Phillips. I am 10 years old. I live in New York, New York. And I live in a shelter. And I love playing violin. OK, I’m going to have to stand up for this. A lot of things are really happening right now, like Covid-19. [Violin playing] I’ve heard that it is a very contagious virus. And when people get it, a lot of people have to go to the hospital. But some of them have to get isolated. It’s changed my life because now, we don’t get to go in school. My teacher told us that she didn’t know if it was going to close for the whole year. Ta-da.” “You’ve got blanky fuzz in your hair. Right now, me and Allia are actually living in a family shelter.” “I don’t like the way you brush it. You brush it so hard. Basically, it’s one room with a bathroom, and then one bed and a bunk bed. I guess, it’s now my classroom, too.” “I got contacted by her school to go pick up her iPad device. And her iPad does not have internet. The shelter that we’re in, they do not allow internet. What classroom stuff are we going to do today? Math?” “Well, science is already too hard. It keeps on pausing itself, just freezing.” “Oh OK, I will look into that in a little bit.” “Across the room.” “And see what’s going on. I have a cellphone. We use the hot spot. I don’t have a lot of data. And it’s a little spotty and slow. Essentially, that’s just where we’ve been is puttering outside to get a better signal, hoping it gets better.” “A school has 17 tables in the cafeteria. Each table has 12 seats.” “I am worried that children are going to get left behind because they don’t have their devices or they didn’t have the access to the internet. Let’s try that one again.” “So we’ll probably have to redo our whole grade, and relearn everything we already know.” “Right now, my biggest worry for Allia would be the social interaction. My mother, who’s disabled, and her service animal lives with us. So we’re all in this really tiny space.” “Yeah. I’m worried about that because my grandmother, she is really old. And if she gets it or if my mother gets sick, they could get hurt. And if they both get it, who’s going to take care of me that day? And then if we’re all locked in the same room, how are we going to be safe?”	She’s an Honors Student. And Homeless. Will the Virtual Classroom Reach Her?		['Kassie Bracken', 'Yousur Al-Hlou']	['shes', 'allia', 'reach', 'virtual', 'going', 'dont', 'shelter', 'school', 'student', 'room', 'right', 'really', 'lot', 'little', 'homeless', 'honors', 'classroom']	"A lot of things are really happening right now, like Covid-19.
My teacher told us that she didn’t know if it was going to close for the whole year.
Right now, me and Allia are actually living in a family shelter.” “I don’t like the way you brush it.
I guess, it’s now my classroom, too.” “I got contacted by her school to go pick up her iPad device.
And then if we’re all locked in the same room, how are we going to be safe?”"
trusted	‘We’re Working Quickly,’ Trump Says About Coronavirus Relief Efforts	true	[]		trusted	[]	https://www.nytimes.com/video/us/100000007047158/watch-live-coronavirus-task-force-updates.html	https://www.nytimes.com/	We’re working quickly to pass additional legislation that will provide massive relief to small businesses and affected industries, and give direct payments to our great workers and hardworking American families. Last night, I approved a major disaster declaration for the State of New York. I worked very closely with Governor Cuomo. And this is the first time in our nation’s history that a president has used the Stafford Act to declare a major disaster in response to a public health crisis. Never happened before. I’m considering other areas where we may or may not be doing that. And I’m working very closely with Gavin Newsom, governor of California, and others. We may be doing the same thing depending on their needs, depending on what they’re asking for. There’s been a clear call to action to the private sector and the call is made right here. It’s been really pretty amazing what’s happened with the private sector — they are really in sixth gear, I think — which has responded in full force, helping to produce and supply much needed masks, swabs, sanitizers, ventilators, and everything else. This is a move on that’s incredible right now. And by way of example Hanes — everybody knows Hanes, great company, great consumer cotton products company— is retrofitting its manufacturing capabilities in large sections of their plants to produce masks. And they’re in that process right now. As you can see over 195,000 people in America have completed their testing. That means tests plus results. This does not count the people whose tests are in process. And as you see this curve is going, it will continue to rise dramatically over the next period of time. Now on a personal note many of you may have been made aware that a member of my staff has tested positive for the coronavirus. We learned of that late yesterday. I am pleased to report that he is doing well. He had mild coldlike symptoms for about a day and a half, has not been to the White House since Monday. Neither the president nor I had direct contact with that staff person. We worked immediately with a White House physician and the C.D.C. We’ve done all contact tracing And, although the White House doctor has indicated that he has no reason to believe that I was exposed and no need to be tested, given the unique position that I have as vice president and as leader of the White House coronavirus task force, both I and my wife will be tested for the coronavirus later this afternoon.	‘We’re Working Quickly,’ Trump Says About Coronavirus Relief Efforts		['The Associated Press']	['tested', 'working', 'relief', 'efforts', 'quickly', 'great', 'right', 'trump', 'doing', 'president', 'white', 'worked', 'coronavirus', 'house']	"We’re working quickly to pass additional legislation that will provide massive relief to small businesses and affected industries, and give direct payments to our great workers and hardworking American families.
And I’m working very closely with Gavin Newsom, governor of California, and others.
Now on a personal note many of you may have been made aware that a member of my staff has tested positive for the coronavirus.
He had mild coldlike symptoms for about a day and a half, has not been to the White House since Monday.
We worked immediately with a White House physician and the C.D.C."
trusted	Scenes From U.S. Cities During Coronavirus Pandemic	true	[]		trusted	[]	https://www.nytimes.com/video/us/100000007041513/coronavirus-social-distancing-usa.html	https://www.nytimes.com/	I would just say enjoy your home. Stay. I would just say, right now. We have to get this problem fixed. Welcome to Miami!	Scenes From U.S. Cities During Coronavirus Pandemic		['Nilo Tabrizy', 'Ainara Tiefenthäler']	['welcome', 'stay', 'miami', 'right', 'enjoy', 'coronavirus', 'pandemic', 'problem', 'say', 'scenes', 'cities', 'fixed']	"I would just say enjoy your home.
I would just say, right now.
We have to get this problem fixed.
Welcome to Miami!"
trusted	‘Shelter in Place’ Order Possible, de Blasio Says	true	[]		trusted	[]	https://www.nytimes.com/video/nyregion/100000007039735/nyc-shelter-in-place-de-blasio.html	https://www.nytimes.com/	“This is a fast-growing crisis. In my view, I think the right guidance to give all New Yorkers is, even though a decision has not yet been made by the city or by the state, I think New Yorkers should be prepared right now for the possibility of a ‘shelter in place’ order. It has not happened yet. But it is definitely a possibility at this point. I believe that decision should be made in the next 48 hours. And it’s a very, very difficult decision. I want to emphasize that — it is difficult anywhere in the United States of America. It is particularly difficult in a city with such a large population, so densely populated together. But I think the point has come where that decision does have to be made. We will be communicating closely with the state. Obviously, it’s a decision we want to make in common. And I think it’s just right to let people know that there is that possibility. As of this hour, the number of confirmed cases in New York City is 814. The sad reality of the prediction I made last week that we would hit 1,000 cases this week is obviously about to come true. And I’m very sorry to say that. The borough breakdown as of this point: 248 cases in Queens, 277 cases in Manhattan, 157 cases in Brooklyn, 96 cases in the Bronx and 36 cases in Staten Island. Again, very sorry to say we have lost seven of our fellow New Yorkers to coronavirus.	‘Shelter in Place’ Order Possible, de Blasio Says		[]	['week', 'difficult', 'place', 'right', 'possibility', 'blasio', 'city', 'yorkers', 'order', 'decision', 'think', 'cases', 'point', 'shelter', 'possible']	"And it’s a very, very difficult decision.
It is particularly difficult in a city with such a large population, so densely populated together.
But I think the point has come where that decision does have to be made.
The sad reality of the prediction I made last week that we would hit 1,000 cases this week is obviously about to come true.
The borough breakdown as of this point: 248 cases in Queens, 277 cases in Manhattan, 157 cases in Brooklyn, 96 cases in the Bronx and 36 cases in Staten Island."
trusted	White House Announces New Economic Measures	true	[]		trusted	[]	https://www.nytimes.com/video/us/100000007038766/coronavirus-task-force-video.html	https://www.nytimes.com/	“Last night, the F.D.A. announced groundbreaking new policies to further increase testing — very substantially. So, all states can now authorize tests developed and used within their borders in addition to the F.D.A.” “The payroll tax holiday would get people money over the next six to eight months. We’re looking at sending checks to Americans immediately. And what we’ve heard from hardworking Americans, many companies have now shut down, whether it’s bars or restaurants. Americans need cash now, and the president wants to get cash now. And I mean now in the next two weeks. The president has instructed me, we have to do this now. So this is now —” Reporter: “Within a week?” “We are going to work with the Senate who is in session right now, actively. We will continue to have conversations with the House. I’ve already spoken to Speaker Pelosi once today. This is stuff that needs to be done now. The president has instructed me that this is no fault to American workers. For medical reasons we are shutting down parts of this economy. And we’re going to use all the tools we have as I’ve said, and what tools we don’t have we’re going back to Congress. I’ve got to go back to —” Reporter: “Can we assume the price tag is $850 billion, to those who might be concerned that’s too expensive —” “We don’t want to talk about it, but it’s a substantial number. We’re going big. The expression — we can do it two ways: We can keep going back every day or every week, we’re going big. And that’s where Mitch McConnell, that’s the way he wants to go — that’s the way I want to go. I think we want to get it done, and have a big infusion as opposed to going through little meetings every couple of days. We don’t want to do it that way. We want to go big, go solid.”	White House Announces New Economic Measures		['The Associated Press']	['week', 'going', 'dont', 'ive', 'economic', 'measures', 'wants', 'americans', 'big', 'thats', 'white', 'way', 'announces', 'president', 'house']	"Americans need cash now, and the president wants to get cash now.
And we’re going to use all the tools we have as I’ve said, and what tools we don’t have we’re going back to Congress.
We’re going big.
The expression — we can do it two ways: We can keep going back every day or every week, we’re going big.
And that’s where Mitch McConnell, that’s the way he wants to go — that’s the way I want to go."
trusted	Watch Full Video: Gov. Andrew Cuomo Delivers Coronavirus Briefing	true	[]		trusted	[]	https://www.nytimes.com/video/us/politics/100000007028445/coronavirus-new-york-cuomo.html	https://www.nytimes.com/	"1:09

‘Look at That Thing’: Footage Shows Pilots Spotting Unknown Object

10:46

Why U.S. Weapons Sold to the Saudis Are Hitting Hospitals in Yemen

1:10

Video Shows White Woman Calling Police on Black Man in Central Park

3:34

Are Ice Cream Trucks Essential? In These N.Y.C. Neighborhoods, They Are

6:08

How Does Antibody Testing Work? We Went Behind the Scenes to Find Out

0:37

Video Shows Fast-Moving Florida Panhandle Fire Sweep Across Road

6:50

A Family Rallied on 2 Continents as a Loved One Fought Covid-19

2:07

U.S. Navy Releases Videos of Unexplained Flying Objects

0:52

Video Shows Tornado Touching Down in Oklahoma

1:46

‘We’re Not at the Plateau Anymore,’ Cuomo Says of the Outbreak

7:09

‘What Disease Are We Treating?’: Why Coronavirus Is Stumping Many Doctors

5:11"	Watch Full Video: Gov. Andrew Cuomo Delivers Coronavirus Briefing		[]	['shows', 'weapons', 'went', 'unknown', 'gov', 'cuomo', 'woman', 'yemen110video', 'delivers', 'video', 'briefing', 'unexplained', 'white', 'videos', 'coronavirus', 'work', 'andrew', 'watch']	"1:09‘Look at That Thing’: Footage Shows Pilots Spotting Unknown Object10:46Why U.S.
Weapons Sold to the Saudis Are Hitting Hospitals in Yemen1:10Video Shows White Woman Calling Police on Black Man in Central Park3:34Are Ice Cream Trucks Essential?
In These N.Y.C.
Neighborhoods, They Are6:08How Does Antibody Testing Work?
We Went Behind the Scenes to Find Out0:37Video Shows Fast-Moving Florida Panhandle Fire Sweep Across Road6:50A Family Rallied on 2 Continents as a Loved One Fought Covid-192:07U.S. Navy Releases Videos of Unexplained Flying Objects0:52Video Shows Tornado Touching Down in Oklahoma1:46‘We’re Not at the Plateau Anymore,’ Cuomo Says of the Outbreak7:09‘What Disease Are We Treating?’: Why Coronavirus Is Stumping Many Doctors5:11"
trusted	Cruise Ship With Infected Passengers Docks in Oakland	true	[]		trusted	[]	https://www.nytimes.com/video/us/100000007024619/grand-princess-cruise-ship-coronavirus.html	https://www.nytimes.com/	Passengers: “Whoooo!” “We’re home!” “So the people that already tested positive will go ashore first, as well as people that are showing symptoms. Then the Californians, which is our group. ... We’re not going to be released. We’re going to be released to the state and federal health departments where we’re transported to an air force base and then we begin our 14-day quarantine.” “Thank you!” “Oakland rocks!” [ship’s horn blowing] “Oakland rocks!”	Cruise Ship With Infected Passengers Docks in Oakland		[]	['tested', 'oakland', 'ship', 'infected', 'going', 'rocks', 'whoooo', 'thank', 'passengers', 'cruise', 'state', 'symptoms', 'docks', 'transported', 'released']	"Passengers: “Whoooo!” “We’re home!” “So the people that already tested positive will go ashore first, as well as people that are showing symptoms.
Then the Californians, which is our group.
... We’re not going to be released.
We’re going to be released to the state and federal health departments where we’re transported to an air force base and then we begin our 14-day quarantine.” “Thank you!” “Oakland rocks!” [ship’s horn blowing] “Oakland rocks!”"
trusted	Coronavirus Test Kits Delivered to Quarantined Cruise Ship	true	[]		trusted	[]	https://www.nytimes.com/video/us/100000007020163/coronavirus-cruise-testkits.html	https://www.nytimes.com/	"1:09

‘Look at That Thing’: Footage Shows Pilots Spotting Unknown Object

10:46

Why U.S. Weapons Sold to the Saudis Are Hitting Hospitals in Yemen

1:10

Video Shows White Woman Calling Police on Black Man in Central Park

3:34

Are Ice Cream Trucks Essential? In These N.Y.C. Neighborhoods, They Are

6:08

How Does Antibody Testing Work? We Went Behind the Scenes to Find Out

0:37

Video Shows Fast-Moving Florida Panhandle Fire Sweep Across Road

6:50

A Family Rallied on 2 Continents as a Loved One Fought Covid-19

2:07

U.S. Navy Releases Videos of Unexplained Flying Objects

0:52

Video Shows Tornado Touching Down in Oklahoma

1:46

‘We’re Not at the Plateau Anymore,’ Cuomo Says of the Outbreak

7:09

‘What Disease Are We Treating?’: Why Coronavirus Is Stumping Many Doctors

5:11"	Coronavirus Test Kits Delivered to Quarantined Cruise Ship		['The Associated Press']	['delivered', 'ship', 'kits', 'shows', 'weapons', 'test', 'went', 'unknown', 'quarantined', 'woman', 'cruise', 'yemen110video', 'unexplained', 'white', 'videos', 'coronavirus', 'work']	"1:09‘Look at That Thing’: Footage Shows Pilots Spotting Unknown Object10:46Why U.S.
Weapons Sold to the Saudis Are Hitting Hospitals in Yemen1:10Video Shows White Woman Calling Police on Black Man in Central Park3:34Are Ice Cream Trucks Essential?
In These N.Y.C.
Neighborhoods, They Are6:08How Does Antibody Testing Work?
We Went Behind the Scenes to Find Out0:37Video Shows Fast-Moving Florida Panhandle Fire Sweep Across Road6:50A Family Rallied on 2 Continents as a Loved One Fought Covid-192:07U.S. Navy Releases Videos of Unexplained Flying Objects0:52Video Shows Tornado Touching Down in Oklahoma1:46‘We’re Not at the Plateau Anymore,’ Cuomo Says of the Outbreak7:09‘What Disease Are We Treating?’: Why Coronavirus Is Stumping Many Doctors5:11"
trusted	Super Tuesday Is Over. What Just Happened?	true	[]		trusted	[]	https://www.nytimes.com/video/us/elections/100000006970753/super-tuesday-results.html	https://www.nytimes.com/	This was a night that was supposed to bring clarity to the Democratic race … “Hello, hello, hello, hello!” “Here’s what is clear.” “I don’t know what’s going to happen later tonight.” … and establish whether there was one clear front-runner or maybe two clear front-runners, or no front-runners at all. We’ve covered contests in Iowa, New Hampshire, Nevada and South Carolina. “Can I get you to wear a button?” “I’m with the press.” “Sure I know, I’m just trying.” And now we’ve arrived at Super Tuesday. Super Tuesday is the single most important date on the primary calendar. You have more than a dozen states and territories voting at the same time. And it is the first real test of which candidates are drawing broad national appeal. “Winston-Salem, thank you!” “Hello, Denver!” “Tennessee will deliver. This is the Volunteer State.” The biggest prizes on the map are Texas and California. But all told, you’re looking at about a third of all the delegates that are at stake in the Democratic primary are at stake on Super Tuesday. This was a good night, especially for Joe Biden. “It’s a good night! It’s a good night!” We have seen that Biden has been regaining traction in the race over the last couple of days. “It ain’t over, man. We’re just getting started.” But he pulled off a series of big wins and upsets in places where even a newly revived Biden campaign wasn’t terribly optimistic about winning. Over the last few days, we have seen an extraordinary coalescing of support around Joe Biden. “I am ending my campaign and endorsing Joe Biden!” When he collected those endorsements on Monday from Pete Buttigieg and Amy Klobuchar, that only accelerated his new momentum. So many of Joe Biden’s most important and biggest victories on Super Tuesday came in states where black voters make up either a majority or a very, very large share of the primary electorate. “We just got in from Alabama. We won Alabama!” Joe Biden edged out a narrow victory in Texas, but it was a close outcome. And Bernie Sanders recorded very significant support, especially from Latino voters and progressives. This was a solid night for Bernie Sanders. This was not some massive setback. It was not the massive breakthrough that his campaign hoped it would be. But what we did see him do, was continue adding significantly to his delegate count in a series of states where his progressive base was strong. “Hi, my name is Tom. I’m from the Bernie Sanders presidential campaign.” Most importantly, California. In his speech on election night … “This will become a contrast in ideas.” … Bernie Sanders made it pretty clear that in the coming weeks he is going to be going after Joe Biden even more aggressively. “One of us in this race led the opposition to the war in Iraq — you’re looking at him.” It was not such a good night for Michael Bloomberg and Elizabeth Warren. Warren has needed to make a comeback, and she did not carry a single state. She even came in third in her home state of Massachusetts. This was the first time that Michael Bloomberg’s name appeared on a ballot in this Democratic primary. He spent hundreds of millions of dollars on advertising, and other campaign operations in the Super Tuesday states. In the end, he only won a single contest in American Samoa. Ultimately, Bloomberg and Warren both dropped out. For the first time in this campaign, you really have the two wings of the Democratic Party organized under a pair of clear front-runners. Joe Biden, closer to the political center … “Look, most Americans don’t want the promise of a revolution. They want results. They want a revival of decency, honor and character.” … and Bernie Sanders, further to the left. “From day one, we have been taking on the establishment. It is no surprise, they do not want me to become president.” There is clearly a real hunger among many voters in the party to coalesce quickly around someone they see as an electable challenger for President Trump. Do you want some kind of salutation or — Producer: “No, no.” It’s only March, and we’ve got a long way to Election Day. The Times will continue covering the campaign from all angles, from the campaign trail to investigations to analysis and beyond. For our latest reporting, go to nytimes.com/2020. Thanks for watching.	Super Tuesday Is Over. What Just Happened?		['Sarah Kerr', 'David Botti', 'Yousur Al-Hlou', 'Jonah M. Kessel']	['joe', 'clear', 'biden', 'bernie', 'night', 'sanders', 'super', 'hello', 'campaign', 'happened', 'states']	"Over the last few days, we have seen an extraordinary coalescing of support around Joe Biden.
We won Alabama!” Joe Biden edged out a narrow victory in Texas, but it was a close outcome.
He spent hundreds of millions of dollars on advertising, and other campaign operations in the Super Tuesday states.
Joe Biden, closer to the political center … “Look, most Americans don’t want the promise of a revolution.
They want a revival of decency, honor and character.” … and Bernie Sanders, further to the left."
trusted	Watch Live: Fed Announces Rate Cuts in Response to Coronavirus	true	[]		trusted	[]	https://www.nytimes.com/video/us/100000007013176/coronavirus-fed-interest-rate.html	https://www.nytimes.com/	"1:09

‘Look at That Thing’: Footage Shows Pilots Spotting Unknown Object

10:46

Why U.S. Weapons Sold to the Saudis Are Hitting Hospitals in Yemen

1:10

Video Shows White Woman Calling Police on Black Man in Central Park

3:34

Are Ice Cream Trucks Essential? In These N.Y.C. Neighborhoods, They Are

6:08

How Does Antibody Testing Work? We Went Behind the Scenes to Find Out

0:37

Video Shows Fast-Moving Florida Panhandle Fire Sweep Across Road

6:50

A Family Rallied on 2 Continents as a Loved One Fought Covid-19

2:07

U.S. Navy Releases Videos of Unexplained Flying Objects

0:52

Video Shows Tornado Touching Down in Oklahoma

1:46

‘We’re Not at the Plateau Anymore,’ Cuomo Says of the Outbreak

7:09

‘What Disease Are We Treating?’: Why Coronavirus Is Stumping Many Doctors

5:11"	Watch Live: Fed Announces Rate Cuts in Response to Coronavirus		[]	['shows', 'weapons', 'went', 'response', 'unknown', 'woman', 'fed', 'yemen110video', 'cuts', 'videos', 'unexplained', 'white', 'live', 'announces', 'coronavirus', 'work', 'rate', 'watch']	"1:09‘Look at That Thing’: Footage Shows Pilots Spotting Unknown Object10:46Why U.S.
Weapons Sold to the Saudis Are Hitting Hospitals in Yemen1:10Video Shows White Woman Calling Police on Black Man in Central Park3:34Are Ice Cream Trucks Essential?
In These N.Y.C.
Neighborhoods, They Are6:08How Does Antibody Testing Work?
We Went Behind the Scenes to Find Out0:37Video Shows Fast-Moving Florida Panhandle Fire Sweep Across Road6:50A Family Rallied on 2 Continents as a Loved One Fought Covid-192:07U.S. Navy Releases Videos of Unexplained Flying Objects0:52Video Shows Tornado Touching Down in Oklahoma1:46‘We’re Not at the Plateau Anymore,’ Cuomo Says of the Outbreak7:09‘What Disease Are We Treating?’: Why Coronavirus Is Stumping Many Doctors5:11"
trusted	Pence Announces Travel Screenings for Italy and South Korea	true	[]		trusted	[]	https://www.nytimes.com/video/world/100000007011764/coronavirus-pence-birx.html	https://www.nytimes.com/	“It is remarkable to think that there may well be a vaccine going to clinical trials within the next six weeks. The nature of trials, as the experts have explained to us, is that the vaccine might yet not be available till late this year or early next. But the therapeutics, giving relief to people that contract the coronavirus, could literally be available by this summer or early fall. I was pleased in the White House task force meeting today to learn that within the next 12 hours, there will be 100 percent screening, all direct flights at all airports, across Italy and across South Korea.” Reporter: “Would you yourself feel comfortable bringing your family right now, including your three grandchildren and their partners, on a weeklong trip to Disney World?” “Well, I can say there’s been no recommendation about any limitations on travel within the United States of America. Look, this is a time to use common sense. Good time to wash your hands. And at this time of year, that’s always a good decision. But as we said, the risk remains low. And while we’ve had tragic losses — four today — the reality is, as I said, 29 of the 43 domestic cases are in California and in Washington State and are centered in very specific areas that we’re working to identify the source on.”	Pence Announces Travel Screenings for Italy and South Korea		[]	['world', 'vaccine', 'working', 'available', 'screenings', 'today', 'early', 'good', 'weve', 'pence', 'italy', 'travel', 'trials', 'white', 'korea', 'announces', 'south']	"“It is remarkable to think that there may well be a vaccine going to clinical trials within the next six weeks.
The nature of trials, as the experts have explained to us, is that the vaccine might yet not be available till late this year or early next.
But the therapeutics, giving relief to people that contract the coronavirus, could literally be available by this summer or early fall.
Good time to wash your hands.
And at this time of year, that’s always a good decision."
trusted	Australian Woman Is Fatally Shot by Minneapolis Police	true	[]		trusted	[]	https://www.nytimes.com/2017/07/16/us/australian-woman-minneapolis-police-fatal-shooting-body-cameras.html	https://www.nytimes.com/	"Betsy Hodges, the mayor of Minneapolis, said, “I have questions about why the bodycams weren’t on.”

“As mayor of our city, a wife, and a grandmother, I am heartsick and deeply disturbed by what occurred last night,” she posted on Facebook."	Australian Woman Is Fatally Shot by Minneapolis Police	2017-07-16	['Gerry Mullany', 'Isabella Kwai']	['fatally', 'mayor', 'questions', 'onas', 'hodges', 'night', 'woman', 'shot', 'werent', 'australian', 'minneapolis', 'wife', 'occurred', 'posted']	Betsy Hodges, the mayor of Minneapolis, said, “I have questions about why the bodycams weren’t on.”“As mayor of our city, a wife, and a grandmother, I am heartsick and deeply disturbed by what occurred last night,” she posted on Facebook.
trusted	Family Asks: Why Did Minneapolis Police Kill Australian 911 Caller?	true	[]		trusted	[]	https://www.nytimes.com/2017/07/17/us/minneapolis-police-kill-australian-911-caller.html	https://www.nytimes.com/	The state Bureau of Criminal Apprehension is conducting the investigation, and both the mayor and the police chief of Minneapolis released statements saying that they, too, wanted more information, but that the matter was out of their hands. The bureau has released few details, and it declined to answer questions. In a statement on Monday, the bureau said it would provide more details “once initial interviews with the officers are complete.”	Family Asks: Why Did Minneapolis Police Kill Australian 911 Caller?	2017-07-17	['Matt Furber', 'Richard Pérez-Peña']	['statement', 'questions', 'saying', 'kill', 'family', '911', 'provide', 'statements', 'state', 'bureau', 'wanted', 'australian', 'caller', 'minneapolis', 'details', 'asks', 'released']	"The state Bureau of Criminal Apprehension is conducting the investigation, and both the mayor and the police chief of Minneapolis released statements saying that they, too, wanted more information, but that the matter was out of their hands.
The bureau has released few details, and it declined to answer questions.
In a statement on Monday, the bureau said it would provide more details “once initial interviews with the officers are complete.”"
